
"Transit Bureau",,
"December ",,
transitsum,,
"","",""
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",0,0
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",0,0
"Disobey Traffic Control Device",0,0
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",0,0
"Improper/Missing Plates",0,0
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",0,0
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",0,0
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",0,0
"School Bus, Passing Stopped",0,0
Speeding,1,1
Spillback,0,0
"Tinted Windows",0,0
"Truck Routes",0,0
U-Turn,0,0
Uninspected,0,0
Uninsured,0,0
"Unlicensed Operator",0,1
Unregistered,0,0
"Unsafe Lane Change",0,0
"Other Movers",1,2
"TRANSITTOTAL Movers ",2,5
"* Transit Bureau is a citywide unit whose activity is not tracked by Precinct.",,

